,id,time,luminosity
530,AFG.25_1,1994,0.0
531,AFG.25_1,1995,0.0
532,AFG.25_1,1996,0.0
533,AFG.25_1,1997,0.0
534,AFG.25_1,1998,0.0
535,AFG.25_1,1999,0.0
536,AFG.25_1,2000,0.0
537,AFG.25_1,2001,0.0
538,AFG.25_1,2002,0.0
539,AFG.25_1,2003,0.0
540,AFG.25_1,2004,0.0
541,AFG.25_1,2005,0.0
542,AFG.25_1,2006,0.0
543,AFG.25_1,2007,0.0
544,AFG.25_1,2008,0.0
545,AFG.25_1,2009,0.0
546,AFG.25_1,2010,0.0
547,AFG.25_1,2011,0.09999799383973117
548,AFG.25_1,2012,0.0
549,AFG.25_1,2013,0.0
550,AFG.26_1,1992,0.0
551,AFG.26_1,1993,0.0
552,AFG.26_1,1994,0.0
553,AFG.26_1,1995,0.0
554,AFG.26_1,1996,0.0
555,AFG.26_1,1997,0.0
556,AFG.26_1,1998,0.0
557,AFG.26_1,1999,0.0
558,AFG.26_1,2000,0.0
559,AFG.26_1,2001,0.0
560,AFG.26_1,2002,0.0
561,AFG.26_1,2003,0.0
562,AFG.26_1,2004,0.0
563,AFG.26_1,2005,0.0
564,AFG.26_1,2006,0.0
565,AFG.26_1,2007,0.0
566,AFG.26_1,2008,0.0
567,AFG.26_1,2009,0.0
568,AFG.26_1,2010,0.0
569,AFG.26_1,2011,0.27272183410498935
570,AFG.26_1,2012,0.0
571,AFG.26_1,2013,0.0
572,AFG.27_1,1992,0.0
573,AFG.27_1,1993,0.0
574,AFG.27_1,1994,0.0
575,AFG.27_1,1995,0.0
576,AFG.27_1,1996,0.0
577,AFG.27_1,1997,0.0
578,AFG.27_1,1998,0.0
579,AFG.27_1,1999,0.0
580,AFG.27_1,2000,0.0
581,AFG.27_1,2001,0.0
582,AFG.27_1,2002,0.0
583,AFG.27_1,2003,0.0
584,AFG.27_1,2004,0.0
585,AFG.27_1,2005,0.0
586,AFG.27_1,2006,0.0
587,AFG.27_1,2007,0.0
588,AFG.27_1,2008,0.0
589,AFG.27_1,2009,0.0
590,AFG.27_1,2010,0.0
591,AFG.27_1,2011,0.0
592,AFG.27_1,2012,0.0
593,AFG.27_1,2013,0.0
594,AFG.28_1,1992,0.0
595,AFG.28_1,1993,0.0
596,AFG.28_1,1994,0.0
